"row_id","pr_id","pr_number","pr_title","filename","line_number","rule_name","severity","message","fix_hint","line_content","feature_0","feature_1","feature_2","feature_3","feature_4","feature_5","feature_6","feature_7","feature_8","label","notes","review_priority","review_reason"
"386","3381046810","35999","[enableInfiniteRenderLoopDetection] Warn about potential infinite loop, instead of interrupting","packages/react-dom/src/__tests__/ReactUpdates-test.js","1815","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","typeof e === 'string' &&","5","0","0","0","0","0","0","0","1","1","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"387","3381046810","35999","[enableInfiniteRenderLoopDetection] Warn about potential infinite loop, instead of interrupting","packages/react-dom/src/__tests__/ReactUpdates-test.js","1853","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","typeof e === 'string' &&","5","0","0","0","0","0","0","0","1","1","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"456","3389531880","36024","[Flight] Clear chunk reason after successful module initialization","packages/react-server-dom-webpack/src/__tests__/ReactFlightDOM-test.js","1467","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// Simulate a module that calls captureOwnerStack() during evaluation.","3","0","0","0","0","2","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"457","3389531880","36024","[Flight] Clear chunk reason after successful module initialization","packages/react-server-dom-webpack/src/__tests__/ReactFlightDOM-test.js","1468","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// In Fizz SSR, this causes a reentrant readChunk on the same module chunk.","3","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"458","3389531880","36024","[Flight] Clear chunk reason after successful module initialization","packages/react-server-dom-webpack/src/__tests__/ReactFlightDOM-test.js","1469","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// The reentrant require throws a TDZ error.","3","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"459","3389531880","36024","[Flight] Clear chunk reason after successful module initialization","packages/react-server-dom-webpack/src/__tests__/ReactFlightDOM-test.js","1500","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","// module chunk was initialized.","3","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"494","3375699924","35985","[DevTools] Fix a crash when rendering a new class Component when simulating errored state","packages/react-devtools-shared/src/__tests__/storeForceError-test.js","2","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* Copyright (c) Meta Platforms, Inc. and affiliates.","1","0","0","0","0","3","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"496","3375699924","35985","[DevTools] Fix a crash when rendering a new class Component when simulating errored state","packages/react-devtools-shared/src/__tests__/storeForceError-test.js","5","syntax-error","critical","Syntax issue ? dangling property access at end of line","Complete the expression after the dot (e.g., obj.value)","* LICENSE file in the root directory of this source tree.","1","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"517","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3576","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"518","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3577","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"519","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3633","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"520","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3634","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"521","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3639","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"522","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3640","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"523","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3659","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"524","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3660","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"525","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3665","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"526","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3666","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"527","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3685","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"528","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3686","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"529","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3741","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"530","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactSuspenseList-test.js","3742","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"531","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","259","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'supported, except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"532","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","260","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"533","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","430","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'supported, except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"534","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","431","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"535","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","435","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'supported, except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"536","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","436","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"537","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","609","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"538","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","610","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"539","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","659","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"540","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","660","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"541","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","922","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"542","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","923","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"543","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","967","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"544","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","968","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"545","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","989","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"546","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","990","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"547","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1011","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"548","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1012","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"549","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1046","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"550","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1047","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"551","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1067","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"552","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1068","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"553","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1213","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"554","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1214","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"555","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1240","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"556","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1241","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"557","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1259","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"558","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1260","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"559","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1295","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"560","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1296","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"561","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1300","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'except via a Suspense-compatible library or framework. ' +","5","0","0","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
"562","3109461537","35384","Add helpful suggestion for `use(uncachedPromise)`.","packages/react-reconciler/src/__tests__/ReactUse-test.js","1301","syntax-error","critical","Syntax issue ? expression ends with an operator","Complete the expression or remove the trailing operator","'If you are calling a function that returns a promise, make sure it is not marked as async.\n' +","5","0","1","0","0","1","0","0","1","0","","73","critical severity; syntax rule noisy area; likely missed true positive (code-like but labeled 0); test file edge case"
